0.2029,0.53261,0.054348,0.014493,0.018116,0.0072464,0.076087,0.065217,0,0.028986
0.026806,0.48101,0.20104,0.033507,0.086374,0.14073,0.020849,0.003723,0.0007446,0.0052122
0.024526,0.11817,0.41806,0.32664,0.082497,0.013378,0.0089186,0.0011148,0,0.006689
0.037776,0.2345,0.057733,0.41696,0.22309,0.016393,0.0057021,0.0021383,0.0014255,0.0042766
0.041781,0.032192,0.012329,0.069178,0.6363,0.18973,0.0075342,0.0027397,0.0020548,0.0061644
0.00982,0.011457,0.013093,0.58429,0.02946,0.19804,0.13421,0.013093,0,0.0065466
0.038043,0.0054348,0.54891,0.059783,0.038043,0.016304,0.16304,0.10326,0.01087,0.016304
0.044776,0.46269,0.074627,0,0,0.029851,0,0.19403,0.10448,0.089552
0.19355,0.22581,0.096774,0.032258,0.032258,0,0.064516,0,0,0.35484
0.025641,0.014957,0.012821,0.008547,0.010684,0.0064103,0.017094,0.010684,0.010684,0.88248
