0.020408,0,0,0,0.10204,0.040816,0.020408,0.020408,0.14286,0.040816,0.020408,0.061224,0,0.14286,0.020408,0.20408,0,0.040816,0,0.040816,0,0.020408,0,0.020408,0,0.020408,0,0,0,0,0,0,0,0,0,0.020408,0,0,0,0
0,0,0,0,0.14286,0,0,0,0.64286,0,0,0,0.14286,0,0.071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.22222,0,0.11111,0,0,0.11111,0,0,0,0.44444,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.055556,0,0,0,0.055556,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61111,0,0,0,0.22222
0.007384,0.0031646,0,0.0010549,0.30907,0.26793,0.10759,0.082278,0,0.054852,0.0021097,0.027426,0,0.061181,0.0021097,0.058017,0,0.0010549,0,0,0,0.0010549,0,0.0052743,0,0,0,0.0010549,0,0,0,0.0052743,0,0,0,0,0,0,0,0.0021097
0.0022624,0,0,0,0.61538,0,0.16968,0,0.047511,0,0.033937,0,0.056561,0,0.063348,0,0,0,0,0.0022624,0,0,0,0.0067873,0,0.0022624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0084388,0,0,0.42194,0.35865,0.0042194,0,0.0042194,0.07173,0.0084388,0,0,0.10549,0.0042194,0,0,0,0,0,0,0.0084388,0,0,0,0.0042194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017699,0,0,0,0.73451,0,0.0088496,0,0.079646,0,0,0,0.12389,0,0,0,0,0.0088496,0,0,0,0.017699,0.0088496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01083,0.0072202,0,0,0,0.11191,0.0036101,0.061372,0,0.36101,0.01444,0.20217,0,0.057762,0,0.079422,0,0.01444,0.0036101,0.0036101,0,0.032491,0,0.032491,0,0,0,0,0,0,0,0.0036101,0,0,0,0,0,0,0,0
0.015504,0,0.003876,0,0.14729,0,0.046512,0,0.40698,0,0.18217,0,0.05814,0,0.10465,0,0,0.003876,0,0.011628,0,0.0077519,0,0.0077519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003876
0.021053,0.021053,0,0,0.010526,0.15789,0.010526,0,0.021053,0.47368,0,0,0,0.2,0.031579,0,0,0,0,0,0,0.042105,0.010526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018868,0,0,0,0.19811,0,0.009434,0,0.5283,0,0,0,0.14151,0,0,0,0,0,0,0,0,0.028302,0,0.009434,0,0,0,0.066038,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0041322,0,0.0041322,0,0.13223,0.0041322,0.070248,0,0.066116,0,0.053719,0,0.29339,0.0082645,0.22314,0,0.0082645,0,0.0082645,0,0.024793,0,0.07438,0,0,0,0.0041322,0,0,0,0.0082645,0,0,0,0,0,0,0,0.012397
0.010753,0,0,0,0.1828,0,0.1147,0,0.0681,0,0.057348,0.0035842,0.23297,0,0.22222,0,0,0.014337,0,0.017921,0,0.0071685,0.0035842,0.060932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035842
0,0.02454,0,0,0.006135,0.1411,0,0,0.006135,0.1411,0.006135,0.006135,0.030675,0.44172,0.067485,0,0,0.01227,0.006135,0,0,0.067485,0.030675,0.006135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006135
0.017143,0,0,0,0.30857,0,0,0,0.091429,0.0057143,0,0,0.36571,0,0,0,0,0.034286,0,0,0,0.034286,0.017143,0.11429,0,0,0,0,0,0.0057143,0,0,0,0,0,0,0,0,0,0.0057143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21429,0,0.095238,0,0,0,0,0,0.02381,0,0,0,0.071429,0,0.11905,0,0,0,0.02381,0.095238,0,0,0,0.21429,0,0,0,0.095238,0,0,0,0.02381,0,0,0,0,0,0,0,0.02381
0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27273,0,0,0,0.045455,0,0.045455,0,0.13636,0,0,0,0.22727,0,0,0,0,0.13636,0,0,0,0.13636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012821,0,0.025641,0,0.10256,0,0.051282,0,0.038462,0,0.064103,0,0,0,0.20513,0.10256,0,0,0,0.051282,0,0,0,0.20513,0,0,0,0.10256,0,0,0,0,0,0,0,0.038462,0,0,0,0
0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029703,0,0,0,0.059406,0,0,0,0.12871,0,0,0,0.25743,0.039604,0,0.20792,0,0.089109,0,0,0,0.09901,0.009901,0,0,0.009901,0,0,0,0.029703,0,0,0,0,0,0,0,0,0,0.039604
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.090909,0,0,0,0.090909,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0.18182,0,0,0,0.18182,0,0,0,0.090909,0,0,0,0.18182,0,0,0,0.090909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.066667,0,0,0,0.13333,0,0,0.23333,0.033333,0,0,0,0,0.033333,0,0,0,0.23333,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.066667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36364,0,0,0,0.27273,0,0,0,0,0,0,0,0.36364
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.38462,0,0,0,0.076923,0,0,0,0.076923,0,0,0,0,0.076923,0,0,0,0.076923,0,0,0,0.076923,0,0,0,0.076923,0,0,0,0.076923,0,0,0,0,0,0.076923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.68182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,0,0,0,0,0.045455,0,0,0,0,0,0,0.045455,0,0,0,0.045455,0,0,0,0,0,0.13636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0056497,0,0,0,0.0084746,0,0,0,0.0084746,0,0,0,0.0028249,0,0,0,0,0.0028249,0,0,0,0.022599,0,0,0,0.0084746,0,0.0028249,0,0.0056497,0,0,0,0.0056497,0,0.0028249,0,0,0,0.92373
