0.17857,0.46429,0.14286,0,0.035714,0.017857,0.017857,0.14286,0,0
0.004,0.456,0.216,0.028,0.096,0.16,0.024,0.012,0,0.004
0.030457,0.1066,0.30457,0.40609,0.1066,0.040609,0.0050761,0,0,0
0.026923,0.22308,0.10385,0.36538,0.20385,0.053846,0.011538,0.0038462,0,0.0076923
0.07234,0.051064,0.055319,0.089362,0.52766,0.15745,0.025532,0,0.012766,0.0085106
0.015385,0.023077,0.023077,0.41538,0.092308,0.20769,0.17692,0.038462,0,0.0076923
0.061224,0.020408,0.5102,0.10204,0.020408,0.020408,0.12245,0.10204,0.040816,0
0.11111,0.33333,0.11111,0,0,0.037037,0,0.074074,0.14815,0.18519
0.33333,0.44444,0.11111,0,0,0,0,0,0,0.11111
0.026786,0.0089286,0,0.017857,0,0.0089286,0.017857,0.017857,0,0.90179
