0,0,0.076923,0.076923,0,0.15385,0.076923,0.15385,0.15385,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0,0,0,0,0,0,0,0.076923,0.076923,0,0,0,0,0,0,0,0,0,0
0,0,0.2,0,0,0.2,0,0.2,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
0.055556,0.16667,0,0,0,0.11111,0.22222,0.055556,0.055556,0,0.11111,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0.055556,0,0,0,0,0,0,0,0,0,0,0
0.083333,0,0.083333,0,0,0.33333,0,0,0.083333,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.66667,0,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.015152,0,0,0,0.13636,0.015152,0.22727,0.19697,0,0.045455,0.015152,0.060606,0.10606,0.015152,0,0,0,0.015152,0,0.015152,0,0.030303,0.060606,0,0.015152,0,0.015152,0.015152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.10256,0.12821,0.12821,0,0,0.051282,0.076923,0.15385,0,0,0,0,0.025641,0,0,0.025641,0.025641,0.076923,0,0,0.051282,0,0.12821,0,0,0.025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.16049,0.1358,0.037037,0.061728,0.012346,0.037037,0.074074,0.037037,0.024691,0,0.024691,0,0,0,0,0.012346,0.037037,0.012346,0.012346,0.012346,0.061728,0.061728,0.061728,0.049383,0,0.024691,0.024691,0,0,0,0.012346,0.012346,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.066667,0.016667,0.25,0.15,0,0.05,0.016667,0.05,0.05,0,0.016667,0,0.016667,0.016667,0,0.05,0,0.016667,0.016667,0,0.083333,0,0.066667,0.016667,0,0.016667,0,0,0,0,0.016667,0,0,0,0,0,0,0,0,0,0,0,0.016667,0,0
0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.016393,0,0.016393,0,0,0.032787,0.032787,0.04918,0.016393,0.016393,0.032787,0.11475,0.11475,0,0.032787,0.032787,0.19672,0.14754,0.032787,0,0.016393,0.032787,0.016393,0,0,0.016393,0.016393,0.016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
